1001-Effector_CD4pos_T-S	1001-Effector_CD4pos_T-U	1002-Effector_CD4pos_T-S	1002-Effector_CD4pos_T-U	1003-Effector_CD4pos_T-S	1003-Effector_CD4pos_T-U	1004-Effector_CD4pos_T-U
22:12873761-12874347	26	15	17	32	24	27	31
22:12879128-12879328	9	3	6	7	5	3	7
22:12880553-12880873	5	4	0	10	2	12	17
22:12884096-12884296	9	0	3	2	3	5	2
22:12889960-12890165	13	5	12	9	0	1	4
22:12890267-12890630	15	5	3	13	2	5	19
22:12892964-12893203	3	4	10	5	2	11	8
22:12899457-12899707	0	8	4	10	0	14	0
22:12901353-12901976	19	14	26	36	4	9	21
22:12903516-12904290	28	20	22	27	10	21	12
22:12954980-12955406	8	2	0	8	0	4	4
22:12957267-12957480	3	0	2	7	0	0	0
22:12957987-12958482	5	0	6	6	6	0	6
22:12962330-12962686	7	0	7	5	0	3	3
22:12962995-12963581	5	1	18	38	0	1	8
22:12969880-12970080	4	0	6	13	0	0	2
22:12971660-12971860	5	2	0	2	0	2	2
22:12972728-12972928	5	3	3	9	0	1	9
22:12977770-12978138	17	7	20	19	5	12	4
22:12978443-12978956	13	14	36	43	5	12	25
22:12984538-12985344	34	26	69	61	18	37	42
22:12994108-12994553	9	0	5	0	3	5	6
22:12998293-12998499	0	8	2	4	0	1	1
22:12998559-12998762	0	6	0	0	3	1	0
22:13002306-13002506	2	0	2	0	1	1	8
22:13005548-13005748	9	3	2	0	0	0	0
22:13007514-13007717	1	2	0	2	0	5	2
22:13008018-13008366	2	2	2	13	4	2	2
22:13008715-13008932	0	0	0	5	0	6	0
22:13014666-13014907	4	3	6	0	0	0	2
22:13015750-13015950	7	0	2	3	0	0	3
22:13018467-13018938	13	10	8	13	0	8	16
22:13019907-13020132	0	4	10	2	2	0	0
22:13025339-13025565	11	0	0	0	0	0	0
22:13039849-13040063	2	0	0	2	0	4	0
22:13041702-13041902	0	2	0	0	0	0	2
22:13045479-13045809	0	0	4	0	2	0	0
22:13045885-13046215	0	1	0	0	4	0	0
22:13063847-13064047	2	0	1	0	0	1	0
22:13065689-13065889	0	0	0	0	0	0	2
22:13074498-13074778	0	0	0	0	0	0	4
22:13075878-13076083	6	0	0	2	0	0	0
22:13084324-13084524	4	2	0	0	0	0	0
22:13084612-13084812	3	0	0	0	0	1	0
22:13097045-13097342	10	3	0	0	0	2	2
22:13098379-13098640	8	1	2	0	0	0	0
22:13100317-13100517	0	0	0	4	0	0	0
22:13104236-13104436	0	0	0	6	0	0	0
22:13104716-13104932	0	2	0	0	2	0	0
22:13105166-13105366	2	2	0	0	0	1	0
22:13110666-13111017	7	2	4	8	0	4	14
22:13112165-13112738	5	9	6	17	4	4	12
22:13115618-13115818	0	0	4	12	0	3	0
22:13124495-13124717	6	2	2	8	0	2	0
22:13126116-13126319	3	0	6	3	8	0	2
22:13126901-13127101	2	7	0	6	5	2	1
22:13129589-13129866	3	5	10	4	0	4	6
22:13135756-13135990	5	4	6	16	0	0	7
22:13140232-13140578	19	2	7	21	4	10	11
22:13142337-13142660	16	2	4	14	2	6	5
22:13148164-13148556	7	2	16	24	0	4	10
22:13149353-13149720	15	18	12	18	4	4	19
22:13155994-13156194	1	1	4	10	0	0	3
22:13159414-13159796	4	0	3	24	8	4	3
22:13161817-13162022	2	6	2	6	0	0	2
22:13162893-13163093	3	5	0	1	0	10	0
22:13163466-13163696	5	3	8	12	0	7	4
22:13164538-13164738	1	0	8	4	0	2	2
22:13169021-13169236	2	0	0	12	0	0	4
22:13170812-13171184	4	0	0	0	0	2	2
22:13175914-13176139	0	0	0	0	0	4	0
22:13178617-13178970	0	2	6	2	0	2	6
22:13180581-13180783	2	2	4	8	0	0	0
22:13184764-13184964	4	0	0	2	0	0	0
22:13195342-13195638	0	0	4	8	2	8	6
22:13198738-13199044	0	4	0	2	0	0	0
22:13200672-13200872	2	4	2	0	0	0	2
22:13206793-13207035	0	0	0	6	0	2	4
22:13209066-13209436	8	2	2	2	0	0	4
22:13215104-13215432	2	5	6	11	2	0	8
22:13225153-13225353	2	0	5	7	0	0	0
22:13229161-13229382	7	11	9	3	0	2	0
22:13230557-13230772	15	9	7	4	0	1	0
22:13232502-13232814	5	4	7	12	0	2	4
22:13233978-13234516	12	6	6	4	4	0	2
22:13236372-13236716	13	12	12	1	0	4	1
22:13238024-13238439	19	6	11	14	0	3	2
22:13238477-13238687	13	2	6	5	2	4	0
22:13242675-13242875	7	9	8	5	0	6	0
22:13249781-13250698	84	56	52	55	25	51	38
22:13251546-13251762	21	5	3	5	10	9	5
22:13262025-13262225	2	6	2	0	0	0	0
22:13266365-13266584	2	0	8	3	0	0	0
22:13268769-13268969	1	3	0	2	0	0	2
22:13271354-13271554	5	0	0	0	0	0	0
22:13283980-13284479	15	14	2	18	0	11	15
22:13284627-13284920	4	4	2	2	0	4	13
22:13290693-13290954	0	0	0	0	2	0	0
22:13292165-13292382	0	0	2	0	0	0	0
22:13297506-13297722	0	2	0	0	0	2	0
22:13306743-13306956	0	0	0	0	4	2	0
22:13309502-13309778	0	0	0	0	2	4	0
22:13310625-13310825	0	0	0	0	0	0	2
22:13319464-13319665	4	2	0	0	0	0	0
22:13324582-13324790	0	0	0	4	0	0	0
22:13329999-13330200	2	0	0	0	0	2	0
22:13334166-13334408	4	6	2	6	0	0	2
22:13341217-13341467	4	2	4	6	0	0	6
22:13355948-13356173	0	2	0	0	2	2	0
22:13361386-13361586	2	0	0	0	0	0	3
22:13372713-13372919	0	0	0	2	0	0	4
22:13373174-13373417	12	8	14	6	0	0	6
22:13373908-13374146	0	0	0	0	2	0	0
22:13378122-13378336	0	0	0	0	0	2	0
22:13381735-13382002	3	0	0	0	0	0	0
22:13384150-13384464	0	0	0	0	4	0	0
22:13385164-13385369	2	0	0	4	0	2	2
22:13389261-13389485	0	0	0	6	0	0	0
22:13390705-13390918	0	0	0	0	2	0	0
22:13395564-13395764	0	0	0	0	0	4	1
22:13395993-13396193	0	2	0	0	0	0	0
22:13398210-13398430	0	0	2	0	0	0	0
22:13401388-13401591	0	0	0	0	2	6	1
22:13411878-13412095	4	0	0	0	0	0	0
22:13413954-13414154	0	0	0	0	0	0	3
22:13414943-13415143	0	0	0	0	1	0	0
22:13415611-13415822	0	2	0	0	0	2	2
22:13418683-13418906	0	2	2	0	0	0	0
22:13426603-13426814	2	4	0	2	0	0	0
22:13430086-13430304	0	0	0	6	0	0	2
22:13432140-13432345	2	0	2	0	0	0	4
22:13446799-13447019	0	0	0	0	0	4	0
22:13448677-13448901	0	0	2	0	0	0	0
22:13457934-13458146	4	0	0	0	0	0	0
22:13469773-13469995	4	0	0	0	0	0	0
22:13472961-13473270	4	0	0	0	0	0	2
22:13478805-13479056	0	0	0	0	2	0	0
22:13482095-13482313	0	0	0	0	0	0	6
22:13488172-13488372	0	0	0	0	2	0	0
22:13493233-13493448	4	2	0	0	0	0	0
22:13496339-13496585	4	2	0	0	0	0	0
22:13497244-13497452	0	0	0	2	0	0	8
22:13499022-13499341	0	0	8	0	0	0	3
22:13508691-13508907	0	2	0	0	0	0	4
22:13517007-13517227	0	0	0	0	2	0	0
22:13527414-13527621	0	0	2	0	0	0	0
22:13545731-13545945	0	0	0	0	2	0	0
22:13549860-13550094	0	0	6	18	0	0	0
22:13552595-13552795	4	0	0	0	0	0	4
22:13557358-13557592	6	8	40	50	0	0	8
22:13561866-13562113	0	0	0	0	0	2	0
22:13574966-13575206	4	10	4	4	0	0	0
22:13581585-13581904	4	0	0	2	0	2	2
22:13588413-13588613	0	0	0	0	0	2	0
22:13591113-13591329	0	0	4	0	0	0	2
22:13591486-13591700	0	0	0	0	0	0	6
22:13597300-13597502	0	0	2	0	0	0	4
22:13599368-13599578	0	0	0	0	2	0	0
22:13600642-13600856	0	0	0	4	0	0	0
22:13610301-13610518	0	0	0	2	0	2	0
22:13617075-13617306	0	0	0	0	2	0	0
22:13620990-13621205	0	0	0	0	0	2	2
22:13627481-13627802	0	0	4	0	2	0	0
22:13628164-13628366	2	4	0	0	0	0	0
22:13631308-13631542	0	0	0	2	0	2	0
22:13633567-13633775	4	0	0	0	0	0	0
22:13635376-13635596	0	0	0	0	2	0	4
22:13639397-13639620	0	0	2	2	0	0	0
22:13646204-13646433	0	0	0	0	0	0	4
22:13653074-13653274	0	0	0	2	0	0	4
22:13662906-13663223	0	0	0	0	2	4	0
22:13663262-13663464	4	0	0	0	0	0	0
22:13664674-13665007	6	0	0	0	0	0	0
22:13669010-13669220	0	4	0	0	0	0	0
22:13684049-13684249	0	0	0	0	0	1	0
22:13684999-13685199	0	0	0	2	0	1	0
22:13690915-13691120	3	2	0	0	0	0	2
22:13691333-13691547	0	0	2	0	0	0	0
22:13691931-13692364	0	0	0	4	2	20	2
22:13693256-13693470	0	0	0	0	4	2	0
22:13698734-13699040	2	4	0	0	0	0	0
22:13706300-13706525	0	0	0	0	2	0	0
22:13715748-13715976	0	0	0	0	8	4	0
22:13721894-13722128	6	8	0	0	0	0	4
22:13724702-13724902	0	0	0	0	0	2	0
22:13742020-13742240	6	0	0	0	0	0	1
22:13744737-13744958	0	0	0	0	0	2	0
22:13748314-13748514	0	0	0	0	0	0	2
22:13752082-13752292	4	0	0	0	0	0	0
22:13754159-13754363	0	0	2	0	0	2	0
22:13760604-13760836	0	0	4	2	2	0	0
22:13766500-13766721	0	0	2	0	0	0	4
22:13769941-13770152	0	0	0	0	0	0	12
22:13779808-13780017	0	2	0	4	0	0	0
22:13786602-13786825	0	0	2	2	0	0	0
22:13792264-13792474	0	2	2	7	0	0	2
22:13799461-13799670	0	0	0	0	0	2	0
22:13814322-13814526	0	0	0	0	0	0	4
22:13814927-13815131	0	0	0	0	0	2	0
22:13817377-13817579	4	0	0	2	0	0	0
22:13824563-13824776	0	0	0	0	0	2	0
22:13827137-13827562	2	0	0	0	0	0	4
22:13831025-13831238	6	0	0	0	0	0	0
22:13834695-13834915	0	0	2	0	0	0	0
22:13839820-13840035	0	2	0	0	0	2	2
22:13840577-13840789	0	0	0	0	2	0	0
22:13841895-13842116	4	2	0	0	0	0	2
22:13845850-13846053	0	4	0	0	0	2	0
22:13854981-13855198	2	0	0	0	0	0	4
22:13855862-13856099	0	0	0	0	2	0	0
22:13860543-13860760	0	0	2	0	0	0	0
22:13866571-13866802	2	0	4	2	0	0	0
22:13869259-13869590	4	0	0	0	0	0	0
22:13877215-13877440	2	0	2	0	2	2	2
22:13889504-13889720	0	0	2	0	0	0	0
22:13894735-13895090	0	0	2	0	0	2	0
22:13896191-13896414	0	0	0	0	2	0	0
22:13897950-13898165	0	0	0	6	0	0	0
22:13903421-13903633	0	0	0	4	0	0	0
22:13906601-13906803	0	0	0	0	2	0	0
22:13913013-13913215	6	0	0	2	0	0	2
22:13917220-13917421	4	4	0	0	0	0	4
22:13920225-13920427	0	0	0	0	2	0	2
22:13925918-13926132	0	0	0	0	0	2	0
22:13932085-13932292	0	2	0	0	0	6	0
22:13938667-13938871	2	0	0	0	0	2	0
22:13942725-13942928	0	0	0	0	0	0	4
22:13943971-13944184	2	0	0	0	0	0	6
22:13946176-13946386	0	0	0	4	0	0	0
22:13946939-13947158	4	0	0	0	0	0	0
22:13947515-13947747	0	0	0	0	2	6	0
22:13963143-13963520	2	2	0	2	0	0	4
22:13966123-13966327	0	0	0	4	0	0	0
22:13967027-13967252	0	0	0	0	0	2	2
22:13973800-13974114	0	0	0	0	0	0	4
22:13985382-13985592	0	0	0	0	2	0	0
22:13993113-13993314	0	0	0	0	0	2	0
22:13998032-13998296	0	0	2	0	0	0	4
22:13999641-13999849	4	0	0	0	0	0	0
22:14005219-14005600	2	0	0	0	0	0	4
22:14005949-14006153	0	0	0	0	0	4	0
22:14012008-14012219	0	0	0	0	0	0	4
22:14015031-14015248	0	0	2	6	0	0	0
22:14018808-14019012	0	0	0	0	4	0	0
22:14020618-14020823	0	0	4	0	0	0	0
22:14022210-14022414	0	2	2	4	0	0	2
22:14028575-14028789	0	0	0	2	2	0	0
22:14050575-14050791	0	0	0	0	0	2	0
22:14051806-14052006	0	0	0	4	0	0	0
22:14056162-14056368	0	0	0	0	0	2	0
22:14056552-14056766	0	0	2	0	0	0	0
22:14062013-14062225	0	4	0	0	0	0	2
22:14064511-14064727	0	0	2	6	0	0	0
22:14065459-14065659	4	0	0	0	0	0	0
22:14066017-14066428	2	4	0	0	2	0	0
22:14076958-14077158	0	0	0	0	0	1	0
22:14077611-14077811	0	0	0	0	0	1	0
22:14082811-14083027	4	2	2	10	0	2	0
22:14085530-14085762	2	4	0	0	0	2	0
22:14090453-14090666	0	0	2	0	0	0	0
22:14092699-14092977	0	0	0	0	0	2	0
22:14093175-14093378	4	0	0	0	0	0	0
22:14098442-14098658	0	0	0	0	4	0	0
22:14099313-14099555	2	0	8	6	0	2	0
22:14102047-14102257	0	0	0	2	4	2	0
22:14106746-14106959	0	0	0	0	0	3	2
22:14107038-14107238	0	0	0	0	0	2	0
22:14123626-14123973	4	0	0	0	0	0	0
22:14125148-14125355	0	0	0	0	0	2	0
22:14129133-14129369	4	2	0	0	0	0	0
22:14133495-14133714	0	0	2	0	0	0	0
22:14134425-14134625	0	0	0	0	2	0	0
22:14136968-14137188	1	0	0	0	0	2	0
22:14137900-14138124	4	0	0	0	0	0	0
22:14139435-14139657	0	0	0	0	2	0	0
22:14148215-14148415	4	2	0	0	0	0	2
22:14157823-14158023	0	2	0	0	0	0	0
22:14158975-14159249	0	0	0	0	2	0	2
22:14162450-14162665	0	0	0	0	0	2	0
22:14166219-14166425	4	0	0	0	0	0	0
22:14168662-14168895	0	0	0	0	0	2	0
22:14172364-14172567	0	2	0	0	0	0	4
22:14173510-14173832	4	0	2	2	0	0	0
22:14176823-14177082	0	0	0	0	2	0	0
22:14182113-14182392	0	0	2	0	2	0	0
22:14185428-14185643	4	0	0	0	0	0	0
22:14187660-14187869	0	0	4	0	0	0	12
22:14188692-14188892	0	0	0	0	0	0	4
22:14194578-14194909	1	4	0	0	0	2	0
22:14198615-14198834	0	0	0	0	2	0	0
22:14199110-14199313	0	2	0	0	0	0	4
22:14208045-14208262	0	0	0	0	2	2	0
22:14213673-14213873	0	0	0	0	0	1	0
22:14216313-14216518	2	0	2	0	0	0	0
22:14216775-14216994	2	0	0	0	2	0	0
22:14222369-14222578	3	0	0	2	0	0	4
22:14222682-14222900	1	0	0	0	0	2	0
22:14226086-14226296	2	0	2	0	0	0	0
22:14231310-14231513	0	0	0	0	0	2	0
22:14231696-14232036	0	2	0	2	2	0	0
22:14242716-14242921	0	0	0	0	2	0	0
22:14257417-14257793	2	2	0	0	0	0	6
22:14258473-14258677	0	0	0	0	2	2	0
22:14265332-14265618	2	0	0	0	0	2	0
22:14271679-14271879	3	0	0	0	0	0	0
22:14292974-14293175	4	0	0	0	2	0	0
22:14309190-14309538	0	0	0	0	0	2	4
22:14315904-14316278	0	0	6	2	0	0	0
22:14319837-14320075	0	2	0	0	2	2	0
22:14320185-14320529	0	0	2	0	0	2	6
22:14326264-14326487	0	0	0	4	0	0	5
22:14329325-14329534	2	0	0	0	2	0	0
22:14340703-14340929	2	0	0	4	0	0	16
22:14348352-14348559	0	0	0	0	0	0	8
22:14354697-14354907	2	0	4	11	0	0	0
22:14365417-14365767	0	0	0	0	2	0	4
22:14367020-14367298	0	0	0	0	0	2	0
22:14374474-14374678	2	4	0	0	0	0	2
22:14375546-14375753	0	0	0	0	0	2	0
22:14376597-14376965	0	0	4	2	0	0	0
22:14388516-14388724	0	0	6	4	0	0	0
22:14390209-14390409	4	0	0	0	0	0	0
22:14391659-14391859	0	0	0	0	0	2	0
22:14393314-14393670	2	4	2	2	0	0	6
22:14396678-14396885	0	0	0	0	0	2	0
22:14405919-14406152	2	2	12	22	0	0	2
22:14413081-14413333	2	0	0	0	0	2	4
22:14414918-14415144	0	0	2	0	0	0	0
22:14420463-14421141	22	12	16	12	10	20	12
22:14421227-14421453	5	8	2	5	2	3	4
22:14430578-14430795	2	0	0	0	0	0	4
22:14434428-14434656	0	0	0	0	0	3	0
22:14437610-14437945	0	0	0	1	0	0	6
22:14441163-14441366	0	4	6	0	0	0	0
22:14442729-14442941	2	2	0	0	4	2	0
22:14446054-14446254	0	0	2	2	0	0	0
22:14448994-14449218	0	0	0	0	2	0	0
22:14462903-14463119	0	0	2	2	0	0	0
22:14468772-14468987	2	0	2	2	0	0	0
22:14480166-14480387	0	0	0	0	2	0	0
22:14489635-14490014	2	0	0	2	2	4	10
22:14494651-14494851	0	0	0	0	2	0	0
22:14499299-14499508	0	2	2	0	0	0	0
22:14501035-14501411	0	0	0	0	2	0	0
22:14501542-14501742	0	0	0	0	0	1	0
22:14501811-14502011	0	0	0	0	0	1	0
22:14503725-14504091	0	2	0	2	0	0	4
22:14510482-14510685	0	0	2	4	0	0	0
22:14518724-14518924	0	0	2	0	0	0	0
22:14518944-14519157	0	0	0	0	0	0	4
22:14524455-14524669	2	0	0	0	0	2	2
22:14529841-14530073	0	0	0	0	0	2	2
22:14536505-14536952	5	0	14	14	0	2	4
22:14544782-14545075	0	0	0	0	0	2	2
22:14553386-14553614	0	0	0	0	0	2	2
22:14556421-14556742	0	0	2	2	2	0	0
22:14557286-14557518	0	0	4	0	0	0	0
22:14562397-14562598	0	0	0	0	0	0	4
22:14572989-14573215	0	0	0	0	0	2	0
22:14575110-14575312	4	0	0	2	0	0	0
22:14579638-14579841	2	0	0	4	0	0	0
22:14592718-14592940	2	0	2	0	0	0	0
22:14596800-14597031	0	0	0	1	0	2	0
22:14602295-14602512	0	0	2	0	0	0	0
22:14604817-14605028	2	0	0	0	2	0	0
22:14622370-14622622	4	0	2	0	0	0	0
22:14630152-14630415	4	0	6	2	4	6	2
22:14637667-14637871	2	0	0	0	2	0	2
22:14660235-14660451	0	0	0	0	2	0	0
22:14663170-14663393	2	0	4	4	0	2	0
22:14672599-14672832	0	0	0	2	0	2	0
22:14680996-14681196	0	0	2	2	0	0	2
22:14682141-14682367	0	0	0	0	0	2	0
22:14682425-14682626	0	0	0	0	0	0	4
22:14686100-14686314	0	0	2	6	0	0	0
22:14706696-14706898	0	0	0	3	0	0	0
22:14706964-14707198	0	4	0	2	0	2	0
22:14711013-14711227	0	0	2	0	0	0	0
22:14719075-14719415	0	0	0	0	0	2	0
22:14735010-14735388	4	2	0	8	0	2	2
22:14745955-14746341	0	4	6	27	2	2	2
22:14750916-14751116	0	0	2	0	0	0	2
22:14754800-14755057	0	0	0	0	0	2	0
22:14760491-14760731	2	0	0	6	0	0	4
22:14768027-14768264	0	1	6	2	2	0	0
22:14779594-14779801	2	0	4	4	0	2	0
22:14782425-14782625	0	0	0	2	0	0	0
22:14791621-14791835	4	2	6	2	0	0	2
22:14796515-14796716	0	0	0	4	0	0	0
22:14803569-14803775	0	0	0	4	0	0	0
22:14811365-14811569	0	0	0	0	0	2	0
22:14819632-14819832	0	2	0	0	0	0	4
22:14822166-14822387	0	0	0	2	2	0	0
22:14827795-14828012	0	0	0	0	0	2	0
22:14830864-14831067	5	0	6	3	2	0	4
22:14845654-14845930	0	2	2	0	0	2	0
22:14864165-14864391	4	0	0	2	0	0	4
22:14864615-14864846	0	0	2	8	0	0	0
22:14870021-14870221	0	0	0	0	0	2	0
22:14871244-14871448	2	0	0	0	2	0	2
22:14872145-14872355	4	0	0	0	0	0	2
22:14879316-14879518	0	0	2	0	0	0	0
22:14884884-14885086	0	0	0	0	2	0	0
22:14892064-14892276	8	4	10	0	0	0	0
22:14902945-14903158	0	0	2	0	0	0	0
22:14903314-14903515	0	0	0	0	0	2	0
22:14907371-14907581	0	0	0	0	0	0	4
22:14925359-14925578	4	0	4	6	0	0	4
22:14926280-14926487	0	0	4	6	0	0	0
22:14930216-14930416	0	0	0	3	0	0	0
22:14952217-14952452	0	0	2	0	0	0	0
22:14974732-14974956	0	0	0	0	0	2	0
22:14980720-14981089	2	2	2	0	2	0	0
22:14996321-14996530	0	0	0	0	0	2	0
22:14998567-14998895	8	2	2	4	0	0	0
22:15002156-15002368	6	0	8	6	0	2	8
22:15005218-15005463	2	0	4	12	0	0	2
22:15011766-15011980	0	0	2	0	0	0	0
22:15015818-15016034	0	0	0	0	0	2	2
22:15017544-15017752	0	0	0	0	2	0	0
22:15035581-15035844	0	0	0	0	0	2	0
22:15042130-15042342	0	0	0	0	2	0	2
22:15052457-15052679	0	0	0	0	2	0	0
22:15053157-15053379	0	0	0	0	0	2	0
22:15154305-15154533	40	34	25	33	10	13	30
22:15157786-15158007	17	17	20	24	6	16	21
22:15162120-15162420	80	62	68	75	42	59	71
22:15169467-15169672	14	2	2	7	0	1	0
22:15170599-15170823	33	24	24	28	2	14	27
22:15179062-15179262	4	6	1	6	8	2	8
22:15179520-15179854	15	24	9	13	3	1	9
22:15180387-15180606	2	11	2	0	4	5	7
22:15183821-15184021	2	0	10	7	0	0	8
22:15191216-15191420	9	12	9	6	2	2	14
22:15192517-15192717	3	4	6	0	4	6	12
22:15194890-15195122	13	5	10	7	1	7	14
22:15202351-15202795	16	15	4	22	6	20	10
22:15208138-15208368	40	32	22	26	18	22	37
22:15209460-15209692	22	17	10	5	10	10	10
22:15221036-15221726	4	10	6	12	3	6	12
22:15222702-15223059	7	4	16	6	6	5	7
22:15228672-15228922	4	6	4	2	0	5	14
22:15231387-15231825	14	5	12	6	6	12	18
22:15238339-15238728	4	12	15	9	2	4	5
22:15240850-15241137	7	7	4	7	4	8	5
22:15244861-15245071	15	0	6	12	0	1	1
22:15245795-15246301	12	14	5	22	2	4	18
22:15250608-15250935	19	4	5	11	2	1	10
22:15254059-15254259	6	7	0	2	6	1	2
22:15255588-15255788	6	0	2	10	0	7	6
22:15255931-15256131	2	1	0	2	0	3	7
22:15256285-15256485	0	8	2	4	0	2	0
22:15258720-15259054	8	6	6	2	0	11	8
22:15261089-15261409	1	0	2	6	8	0	2
22:15263509-15263709	11	0	9	16	4	2	9
22:15263792-15264970	62	35	41	39	12	20	22
22:15270383-15270750	8	15	4	5	2	2	3
22:15272413-15272613	1	4	2	4	5	3	1
22:15273348-15273756	4	18	2	9	0	4	10
22:15278337-15278625	11	11	5	13	0	9	2
22:15278948-15279286	12	6	5	8	6	2	10
22:15279721-15280208	16	16	4	20	4	1	15
22:15286615-15286824	6	7	0	14	0	10	3
22:15288963-15289176	2	6	2	9	8	10	4
22:15290334-15290639	20	5	11	10	10	5	8
22:15298448-15298648	2	0	3	8	0	3	8
22:15299213-15299413	8	8	3	4	2	3	0
22:15299500-15299700	7	8	5	12	2	4	3
22:15306859-15307059	6	2	9	3	0	2	5
22:15307075-15307275	9	0	4	1	0	3	10
22:15307701-15308059	9	5	8	19	6	12	9
22:15312912-15313145	3	8	5	5	0	1	2
22:15314907-15315111	0	0	0	4	6	2	3
22:15315950-15316150	3	8	2	6	0	0	2
22:15317086-15317394	1	4	7	7	0	1	11
22:15322299-15322507	9	3	0	9	0	0	6
22:15332218-15332418	1	2	6	2	0	0	1
22:15337885-15338113	19	0	10	9	4	2	2
22:15338804-15339416	20	12	6	35	6	6	10
22:15346885-15347137	5	2	7	3	6	4	4
22:15349100-15349335	13	0	0	0	0	2	5
22:15356353-15356641	16	12	6	27	3	10	11
22:15357689-15357894	21	4	2	10	4	3	13
22:15367726-15367940	21	6	3	9	1	1	3
22:15368975-15369185	5	4	7	14	5	15	6
22:15371353-15371593	13	8	6	8	13	6	14
22:15377077-15377290	20	12	6	10	13	14	13
22:15386136-15386374	13	9	2	19	2	19	2
22:15388664-15388923	4	17	6	21	2	10	2
22:15401844-15402132	3	7	9	9	2	3	28
22:15416672-15416968	7	6	3	15	3	14	10
22:15425779-15426144	19	11	17	21	0	24	14
22:15431973-15432173	10	13	0	7	0	6	10
22:15438679-15438987	17	8	11	4	2	6	9
22:15445715-15445921	0	3	8	2	2	4	7
22:15446493-15446694	11	4	5	7	8	9	4
22:15446796-15447040	17	2	7	12	4	17	9
22:15447251-15447451	4	8	1	5	0	6	13
22:15450198-15450398	5	10	3	11	1	6	9
22:15453945-15454200	7	4	0	7	8	6	4
22:15461712-15461912	2	3	2	6	0	0	10
22:15465656-15465872	17	0	6	8	2	3	6
22:15466707-15467016	16	9	17	22	2	11	9
22:15468561-15469061	15	7	15	16	7	22	11
22:15470603-15470961	10	15	0	16	8	3	13
22:15475843-15476064	13	6	3	3	0	1	2
22:15482178-15482407	3	11	5	4	2	8	7
22:15487431-15487715	4	7	0	6	2	11	2
22:15494465-15494720	8	9	5	4	0	2	3
22:15494780-15495116	7	9	16	8	0	11	5
22:15499765-15500234	30	20	21	32	28	34	20
22:15509350-15509550	10	12	1	14	4	18	10
22:15510639-15511347	91	72	28	41	20	27	20
22:15511430-15511680	27	9	6	14	8	6	1
22:15512192-15512595	11	26	19	32	13	31	22
22:15515211-15515526	22	21	22	20	3	24	19
22:15515797-15516227	17	30	15	43	10	22	7
22:15522268-15522468	1	1	5	8	0	7	6
22:15522767-15523107	15	14	17	18	2	6	21
22:15524302-15524760	14	17	20	36	2	15	12
22:15528801-15529195	14	5	5	32	3	8	9
22:15530810-15531082	8	9	6	23	0	5	11
22:15531602-15531860	12	2	11	4	0	5	18
22:15540392-15540594	8	3	13	8	3	4	3
22:15542261-15542493	6	8	7	11	7	2	5
22:15542501-15542903	20	28	13	16	4	2	24
22:15543985-15544185	9	0	13	19	7	3	10
22:15544452-15544704	24	10	8	15	0	7	20
22:15551418-15551624	4	5	6	8	5	4	4
22:15553790-15554185	36	31	22	30	4	16	34
22:15560127-15560363	8	7	0	5	0	12	2
22:15561986-15562346	22	13	12	34	8	13	22
22:15563277-15563584	17	18	12	13	6	15	21
22:15563631-15563841	3	5	7	21	4	6	9
22:15571190-15571404	11	10	8	10	1	4	16
22:15572494-15572711	11	14	13	21	8	6	1
22:15572927-15573127	6	13	5	8	2	4	4
22:15577782-15577982	14	12	4	11	2	5	6
22:15580096-15580370	30	16	9	39	0	3	11
22:15581845-15582239	6	7	2	9	10	2	5
22:15583006-15583469	40	28	9	46	2	10	10
22:15588590-15589345	53	24	32	34	12	13	25
22:15589620-15589917	13	14	13	9	0	1	2
22:15590426-15590797	2	4	7	29	2	10	8
22:15595613-15596048	42	4	13	12	0	6	12
22:15597577-15597811	14	6	13	9	1	7	7
22:15602412-15602651	11	10	18	16	0	2	7
22:15603750-15604764	80	42	52	48	0	30	36
22:15613260-15613460	11	6	7	7	4	2	8
22:15615184-15615751	45	27	29	50	5	11	28
22:15616151-15616351	0	4	0	9	4	2	2
22:15616578-15616778	13	6	6	11	0	2	8
22:15621904-15622267	18	8	3	21	0	2	16
22:15625661-15625933	28	22	9	21	0	6	7
22:15628394-15628809	37	23	4	35	2	18	16
22:15635371-15635779	42	51	23	43	15	17	26
22:15635842-15636393	67	39	22	33	18	35	48
22:15637490-15638067	58	67	38	64	4	37	31
22:15640173-15640467	44	31	14	9	8	13	11
22:15642034-15642244	19	12	21	15	4	7	18
22:15642904-15643300	50	20	21	46	4	19	16
22:15643783-15644112	41	31	13	27	5	7	18
22:15644194-15644553	33	20	24	30	9	12	22
22:15650592-15650921	6	14	7	15	0	13	13
22:15651775-15651982	16	5	4	9	6	6	5
22:15653260-15653469	13	10	8	26	2	4	11
22:15657931-15658174	3	3	13	8	2	1	8
22:15659382-15659632	22	8	2	14	0	4	6
22:15663823-15664166	11	6	11	21	2	7	10
22:15665445-15666018	31	25	18	58	8	9	29
22:15668223-15668423	8	1	6	7	8	2	2
22:15679802-15680081	13	9	17	20	16	4	20
22:15682004-15682250	13	15	9	10	1	5	16
22:15683160-15683426	13	8	10	24	8	11	28
22:15685670-15685949	22	22	31	31	4	11	23
22:15687158-15687942	73	74	50	87	16	33	42
22:15688364-15688661	11	14	26	38	6	14	12
22:15689383-15690023	68	57	34	49	14	27	55
